Epoch,Train_Loss,Val_Loss,Tip_X_mm,Tip_Y_mm,Alpha,LR,Status
689,0.07792,0.15159,0.23,0.12,0.308,7.6e-05,▲ +1
690,0.07327,0.12732,0.23,0.12,0.308,7.6e-05,▲ +1
691,0.07214,0.14179,0.23,0.12,0.308,7.6e-05,▲ +1
692,0.0809,0.13242,0.23,0.12,0.309,7.6e-05,▲ +1
693,0.0761,0.12553,0.23,0.12,0.308,7.6e-05,▲ +1
694,0.06973,0.12371,0.23,0.12,0.307,7.5e-05,▲ +1
695,0.0705,0.12219,0.23,0.12,0.307,7.5e-05,▲ +1
696,0.07416,0.1265,0.23,0.12,0.307,7.5e-05,▲ +1
697,0.0792,0.12523,0.23,0.12,0.308,7.5e-05,▲ +1
698,0.06937,0.13841,0.23,0.12,0.306,7.5e-05,▲ +1
699,0.07103,0.13066,0.24,0.13,0.306,7.5e-05,▲ +1
700,0.07734,0.12783,0.23,0.12,0.307,7.5e-05,▲ +1
701,0.087,0.12403,0.23,0.12,0.309,7.5e-05,▲ +1
702,0.08247,0.12544,0.24,0.13,0.308,7.5e-05,▲ +1
703,0.07491,0.13419,0.23,0.12,0.306,7.5e-05,▲ +1
704,0.0723,0.14118,0.23,0.12,0.305,7.5e-05,▲ +1
705,0.07656,0.12616,0.23,0.12,0.307,7.5e-05,▲ +1
706,0.07127,0.12443,0.23,0.12,0.306,7.5e-05,▲ +1
707,0.0765,0.13832,0.23,0.12,0.307,7.5e-05,▲ +1
708,0.06923,0.12786,0.23,0.12,0.306,7.4e-05,▲ +1
709,0.0689,0.12358,0.23,0.12,0.305,7.4e-05,▲ +1
710,0.06819,0.12376,0.23,0.12,0.304,7.4e-05,▲ +1
711,0.07075,0.12743,0.23,0.12,0.304,7.4e-05,▲ +1
712,0.07493,0.13105,0.23,0.12,0.307,7.4e-05,▲ +1
713,0.06881,0.12461,0.23,0.12,0.305,7.4e-05,▲ +1
714,0.08575,0.12706,0.23,0.12,0.309,7.4e-05,▲ +1
715,0.07683,0.12516,0.23,0.12,0.309,7.4e-05,▲ +1
716,0.07151,0.1288,0.23,0.12,0.308,7.4e-05,▲ +1
717,0.07349,0.13347,0.23,0.12,0.307,7.4e-05,▲ +1
718,0.07012,0.12802,0.23,0.12,0.305,7.4e-05,▲ +1
719,0.0718,0.12883,0.23,0.12,0.305,7.4e-05,▲ +1
720,0.06477,0.12276,0.23,0.12,0.303,7.4e-05,▲ +1
